Name	Type	SaveFileId	Image	Video
Riddler Trophy (ArkhamHQ, Spinning Maze)	Riddler Trophies	PickedUp_HideOut_Pickup_10	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-tilt-maze-riddler-trophy-1024x576.jpg	
Riddler Trophy (ArkhamHQ, South Room Near Escalator)	Riddler Trophies	PickedUp_HideOut_Pickup_21 	https://static.gosunoob.com/img/1/2015/07/ceiling-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Insect Riddle (ArkhamHQ, South Room Right of Escalator)	Riddles	PickedUp_HideOut_Riddler_34 		
Breakable (ArkhamHQ, South Room Behind Escalator)	Breakable Objects	PickedUp_HideOut_MiniDrone_10	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ10B.jpg	
Breakable (ArkhamHQ, South Room East Wall)	Breakable Objects	PickedUp_HideOut_MiniDrone_15 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ11B.jpg	
Riddler Trophy (ArkhamHQ, South Room SE Wall)	Riddler Trophies	PickedUp_HideOut_Pickup_9 	https://static.gosunoob.com/img/1/2015/07/robot-turret-riddler-trophy-arkham-knight-hq-1024x576.jpg	
Breakable (ArkhamHQ, East Room North Wall)	Breakable Objects	PickedUp_HideOut_MiniDrone_13 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_ArkhamHQ12B.jpg	
Riddler Trophy (ArkhamHQ, East Room East Wall)	Riddler Trophies	PickedUp_HideOut_Pickup_20 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-riddler-trophy-locations-1024x576.jpg	
Riddler Trophy (ArkhamHQ, East Room South Wall)	Riddler Trophies	PickedUp_HideOut_Pickup_12 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-hq-power-maze-riddler-trophy-1024x576.jpg	
Freeze Predator/Freeze Done	Freeze	DLC_Freeze_Ice_Arena_Complete		
Checkpoint (Miagani, Hospital)	Checkpoints	Checkpoint_X_JDestroyed 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_3.jpg	
Checkpoint (Miagani, Botannical Gardens)	Checkpoints	Checkpoint_X_IDestroyed	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_Own_the_Roads_Miagani_Island_2-1024x576.jpg	
Botannical Gardens Riddle	Riddles	PickedUp_CityX_Riddler_18 		
Watchtower (Miagani, South Rail Tower)	Watchtower	SS_Watchtowers_CityX_14_ChX1a_Ch9_LOD1.RRadarTower_9_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-red-tower-occupy-gotham-1024x576.jpg	
Riddler Trophy (Founders, Race From South Rail tower)	Riddler Trophies	PickedUp_CityY_Pickup_16 	https://static.gosunoob.com/img/1/2015/06/founders-island-billboard-time-trial-1024x576.jpg	
Bane Riddle (Port Adams Crate)	Riddles	PickedUp_CityY_Riddler_4		
Breakable Shield (Founders, Port Adams SW Crane)	Breakable Objects	PickedUp_CityY_MilitiaShield_10 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders10B.jpg	
Riddler Trophy (Founders, Port Adams S Container)	Riddler Trophies	PickedUp_CityY_Pickup_1 	https://static.gosunoob.com/img/1/2015/06/riddler-trophy-shipyard-container-founders-island-1024x576.jpg	
Breakable Shield (Founders, Port Adams NW Container)	Breakable Objects	PickedUp_CityY_MilitiaShield_9 	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders9B.jpg	
Breakable Shield (Founders, Port Adams NE Container)	Breakable Objects	PickedUp_CityY_MilitiaShield_11	https://resource.supercheats.com/library/300w/batman-arkham-knight/BO_Founders8B.jpg	
Bomb (Founders, Port Adams)	Bombs	SS_CommandBeacons_CityY_16_ChD1ab_Ch9.RCommandBeacon_3_destroyed 	https://static.gosunoob.com/img/1/2015/07/arkham-knight-founders-island-explosive-ordnance-1024x576.jpg	
Riddler Trophy (Founders, Port Adams Entrance Office)	Riddler Trophies	PickedUp_CityY_Pickup_33 	https://static.gosunoob.com/img/1/2015/06/shipyard-riddler-trophy-1024x576.jpg	
Riddler Trophy (Founders, Port Adams Middle)	Riddler Trophies	PickedUp_CityY_Pickup_11 	https://static.gosunoob.com/img/1/2015/06/arkham-knight-shipyard-puzzle-trophy-1024x576.jpg	
Firemen (Founders, Port Adams)	Firemen	SS_FireCrew_6_Rescued 	https://static.gosunoob.com/img/1/2015/07/Batman_Arkham_Knight_The_Line_of_Duty_Founders_Island-1024x576.jpg	
Riddler Trophy (Founders, Outside East Port Adams)	Riddler Trophies	PickedUp_CityY_Pickup_34 	https://static.gosunoob.com/img/1/2015/07/founders-island-dock-platform-riddler-trophy-1024x576.jpg	
Fire Chief	Firemen	SS_Firechief_InBatmobile_Dialogue 		
Deathstroke Riddle (In GCPD)	Riddles	PickedUp_CityZ_Riddler_12 		
APC 8	APC	SS_APC_APC8Complete 		
Bomb (Miagani, NearFirstPenguin)	Bombs	SS_CommandBeacons_CityX_12_ChD1ab_Ch9.RCommandBeacon_4_destroyed 	https://static.gosunoob.com/img/1/2015/07/miagani-island-militia-ordnance-landmine-1024x576.jpg	
Deathstroke Done	Deathstroke	Lockup_B1_Deathstroke_Lockedup 		
APC 9	APC	SS_APC_APC9Complete 		
Riddler Riddle	Riddles	PickedUp_CityX_Riddler_33 		
Riddler Orphanage 5+6+7	Riddler Mission	Lockup_B1_Riddler_Lockedup 		
Scarecrow Done	Main Story	AK_Main_Game_Complete		
Knightfall	Main Story			
